id,name,primary_attr,attack_type,roles,img,icon,base_health,base_health_regen,base_mana,base_mana_regen,base_armor,base_mr,base_attack_min,base_attack_max,base_str,base_agi,base_int,str_gain,agi_gain,int_gain,attack_range,projectile_speed,attack_rate,base_attack_time,attack_point,move_speed,cm_enabled,legs,day_vision,night_vision,localized_name,1_pick,1_win,2_pick,2_win,3_pick,3_win,4_pick,4_win,5_pick,5_win,6_pick,6_win,7_pick,7_win,8_pick,8_win,turbo_picks,turbo_picks_trend,turbo_wins,turbo_wins_trend,pro_pick,pro_win,pro_ban,pub_pick,pub_pick_trend,pub_win,pub_win_trend
39,queenofpain,int,Ranged,"['Carry', 'Nuker', 'Escape']",/apps/dota2/images/dota_react/heroes/queenofpain.png?,/apps/dota2/images/dota_react/heroes/icons/queenofpain.png?,120,0.25,75,0.0,0,25,26,32,20,22,25,2.4,2.5,3.4,550,1500,1.5,100,0.56,290,True,2,1800,800,Queen of Pain,16781,8100,52638,25609,80202,39261,90984,44924,79488,39053,54865,27214,35706,17439,20747,10131,160944,"[21492, 22234, 22016, 23872, 28853, 30010, 12467]",77176,"[10271, 10638, 10561, 11393, 13927, 14439, 5947]",413,207,635,457977,"[62410, 63873, 63502, 67553, 80563, 82653, 37423]",224985,"[30700, 31221, 31247, 33196, 39546, 40755, 18320]"
40,venomancer,all,Ranged,"['Support', 'Nuker', 'Initiator', 'Pusher', 'Disabler']",/apps/dota2/images/dota_react/heroes/venomancer.png?,/apps/dota2/images/dota_react/heroes/icons/venomancer.png?,120,0.25,75,0.0,0,25,18,21,19,24,19,2.1,2.8,1.8,450,900,1.7,115,0.3,280,True,0,1800,800,Venomancer,15868,7715,43907,21327,59192,28655,58841,28421,44669,21562,26707,12630,14927,7169,7714,3575,144872,"[20239, 20186, 19722, 21553, 25567, 26515, 11090]",68944,"[9643, 9561, 9382, 10380, 12128, 12567, 5283]",158,79,211,296082,"[41468, 41490, 40696, 43202, 52277, 53158, 23791]",142809,"[20066, 20210, 19620, 20974, 25006, 25534, 11399]"
41,faceless_void,agi,Melee,"['Carry', 'Initiator', 'Disabler', 'Escape', 'Durable']",/apps/dota2/images/dota_react/heroes/faceless_void.png?,/apps/dota2/images/dota_react/heroes/icons/faceless_void.png?,120,1.0,75,0.0,0,25,37,43,20,21,15,2.6,3.3,1.5,150,900,1.7,100,0.5,300,True,2,1800,800,Faceless Void,13960,6525,40122,19216,56262,27368,62742,30916,54391,27254,38514,19420,24975,12682,15152,7702,141938,"[18950, 19958, 20360, 21993, 25081, 24975, 10621]",72281,"[9731, 10214, 10299, 11271, 12677, 12718, 5371]",251,135,163,331812,"[45785, 47708, 47033, 49747, 57357, 58101, 26081]",163320,"[22681, 23579, 23046, 24476, 28202, 28450, 12886]"
42,skeleton_king,str,Melee,"['Carry', 'Support', 'Durable', 'Disabler', 'Initiator']",/apps/dota2/images/dota_react/heroes/skeleton_king.png?,/apps/dota2/images/dota_react/heroes/icons/skeleton_king.png?,120,0.5,75,0.0,1,25,38,40,22,16,18,2.8,1.7,1.6,150,0,1.7,100,0.56,315,True,2,1800,800,Wraith King,21425,12192,60641,34338,75608,42051,70950,38933,51510,27709,28899,15421,14209,7337,5431,2728,138467,"[18720, 19203, 19157, 20803, 24790, 25327, 10467]",78591,"[10726, 11053, 10804, 11820, 13959, 14306, 5923]",138,72,65,358759,"[49274, 50443, 49855, 53375, 62290, 64617, 28905]",197468,"[27144, 27906, 27398, 29362, 34096, 35626, 15936]"
43,death_prophet,all,Ranged,"['Carry', 'Pusher', 'Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/death_prophet.png?,/apps/dota2/images/dota_react/heroes/icons/death_prophet.png?,120,0.25,75,0.5,1,25,22,32,21,17,24,2.9,2.0,3.0,600,1000,1.7,100,0.5,290,True,2,1800,800,Death Prophet,9184,4492,19042,9391,22443,11069,23090,11404,18492,9036,12508,6193,8747,4242,4963,2361,47173,"[6763, 6897, 6601, 7099, 8064, 8380, 3369]",23366,"[3367, 3417, 3272, 3510, 4039, 4128, 1633]",197,106,202,132579,"[19232, 18943, 18630, 19754, 22798, 23367, 9855]",65134,"[9449, 9317, 9206, 9780, 11190, 11420, 4772]"
44,phantom_assassin,agi,Melee,"['Carry', 'Escape']",/apps/dota2/images/dota_react/heroes/phantom_assassin.png?,/apps/dota2/images/dota_react/heroes/icons/phantom_assassin.png?,120,1.0,75,0.0,1,25,35,37,19,21,15,2.0,3.4,1.7,150,900,1.7,110,0.3,310,True,2,1800,800,Phantom Assassin,41452,20059,105976,50781,133205,63574,133183,63452,104863,49251,67207,31211,41955,19664,24168,11207,326125,"[44933, 47405, 45602, 49371, 56736, 58281, 23797]",165995,"[23001, 24071, 23313, 24999, 28966, 29624, 12021]",471,214,724,710455,"[99170, 101469, 99771, 106156, 122619, 126748, 54522]",337488,"[47250, 48024, 47634, 50514, 58250, 60338, 25478]"
45,pugna,int,Ranged,"['Nuker', 'Pusher']",/apps/dota2/images/dota_react/heroes/pugna.png?,/apps/dota2/images/dota_react/heroes/icons/pugna.png?,120,0.25,75,0.5,0,25,21,28,19,21,26,2.0,1.3,5.2,630,900,1.7,100,0.5,330,True,2,1800,800,Pugna,8544,3923,19292,9096,23056,10967,21758,10609,16741,8297,10111,5033,6237,3119,3526,1762,57397,"[7877, 8006, 7974, 8758, 10231, 10294, 4257]",26663,"[3600, 3758, 3726, 3990, 4796, 4790, 2003]",142,73,44,121628,"[17006, 17112, 17215, 18090, 21116, 21855, 9234]",58627,"[8210, 8218, 8344, 8734, 10183, 10495, 4443]"
46,templar_assassin,agi,Ranged,"['Carry', 'Escape']",/apps/dota2/images/dota_react/heroes/templar_assassin.png?,/apps/dota2/images/dota_react/heroes/icons/templar_assassin.png?,120,1.0,75,0.0,0,25,30,36,23,23,20,2.4,3.4,2.0,250,1000,1.6,100,0.3,310,True,2,1800,800,Templar Assassin,6872,3018,14591,6259,17543,7625,16769,7251,13351,5933,9076,4128,5458,2451,3179,1461,45413,"[6301, 6354, 6498, 6778, 7873, 8181, 3428]",19353,"[2678, 2750, 2790, 2900, 3384, 3409, 1442]",98,41,93,98530,"[13746, 13978, 14262, 14815, 17015, 17419, 7295]",43385,"[6148, 6156, 6229, 6490, 7567, 7627, 3168]"
47,viper,agi,Ranged,"['Carry', 'Durable', 'Initiator', 'Disabler']",/apps/dota2/images/dota_react/heroes/viper.png?,/apps/dota2/images/dota_react/heroes/icons/viper.png?,120,0.25,75,0.0,-2,25,27,29,21,21,17,2.4,2.7,2.0,575,1200,1.7,120,0.33,275,True,0,1800,800,Viper,22853,11121,44234,21245,46595,22430,40334,19466,27525,13212,15589,7511,8550,4018,3815,1822,141375,"[19948, 20061, 19719, 21340, 24658, 25557, 10092]",68161,"[9639, 9713, 9425, 10339, 11850, 12293, 4902]",199,106,416,242140,"[33750, 34538, 33625, 36007, 41728, 43924, 18568]",116676,"[16333, 16695, 16272, 17409, 20140, 20905, 8922]"
48,luna,agi,Ranged,"['Carry', 'Nuker', 'Pusher']",/apps/dota2/images/dota_react/heroes/luna.png?,/apps/dota2/images/dota_react/heroes/icons/luna.png?,120,0.5,75,0.0,2,25,26,32,21,24,23,2.2,3.4,1.9,330,900,1.7,100,0.35,325,True,2,1800,800,Luna,10369,4966,21740,10652,24423,11856,21463,10197,15665,7368,9376,4455,5387,2566,2785,1287,65362,"[8943, 9186, 8865, 9964, 11493, 11932, 4979]",32416,"[4463, 4562, 4334, 4967, 5688, 5914, 2488]",108,49,26,128393,"[17691, 17983, 18033, 19129, 22188, 23233, 10136]",61858,"[8627, 8659, 8596, 9235, 10662, 11120, 4959]"
49,dragon_knight,str,Melee,"['Carry', 'Pusher', 'Durable', 'Disabler', 'Initiator', 'Nuker']",/apps/dota2/images/dota_react/heroes/dragon_knight.png?,/apps/dota2/images/dota_react/heroes/icons/dragon_knight.png?,120,0.25,75,0.0,0,25,34,40,21,16,18,3.6,2.0,1.7,150,900,1.6,100,0.5,315,True,2,1800,800,Dragon Knight,17216,8864,48012,24314,62205,30976,62837,31265,49094,24687,32386,15970,20205,9958,12045,5967,81129,"[11338, 11581, 11096, 12106, 14346, 14353, 6309]",41325,"[5861, 5966, 5632, 6102, 7242, 7339, 3183]",490,230,533,329718,"[47914, 46762, 45986, 48804, 56254, 57768, 26230]",165115,"[24048, 23393, 22983, 24287, 28118, 28997, 13289]"
50,dazzle,all,Ranged,"['Support', 'Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/dazzle.png?,/apps/dota2/images/dota_react/heroes/icons/dazzle.png?,120,0.25,75,0.3,0,25,19,25,18,20,25,2.3,1.7,3.7,575,1200,1.7,100,0.3,305,True,2,1800,800,Dazzle,17168,8952,53793,28244,76530,40830,84493,45602,73966,40121,52070,28541,35625,19463,22092,11728,115129,"[16715, 16393, 16621, 17854, 19875, 19793, 7878]",61930,"[8834, 8898, 8914, 9591, 10744, 10666, 4283]",333,186,1498,438259,"[62621, 62751, 62769, 65591, 75338, 76798, 32391]",235193,"[33347, 33497, 33602, 35247, 40380, 41559, 17561]"
51,rattletrap,str,Melee,"['Initiator', 'Disabler', 'Durable', 'Nuker']",/apps/dota2/images/dota_react/heroes/rattletrap.png?,/apps/dota2/images/dota_react/heroes/icons/rattletrap.png?,120,0.5,75,0.0,1,25,24,26,26,13,18,3.2,2.3,1.7,150,900,1.7,100,0.33,310,True,2,1800,800,Clockwerk,5881,3057,19897,10268,30870,15795,37020,19128,33859,17262,25316,13179,17464,9038,10465,5478,72253,"[9489, 9767, 10289, 11443, 12813, 13164, 5288]",38527,"[5110, 5161, 5528, 6085, 6818, 6990, 2835]",364,198,231,193506,"[26800, 27301, 27404, 29309, 33569, 34517, 14606]",99779,"[13920, 14038, 14097, 15153, 17310, 17745, 7516]"
52,leshrac,int,Ranged,"['Carry', 'Support', 'Nuker', 'Pusher', 'Disabler']",/apps/dota2/images/dota_react/heroes/leshrac.png?,/apps/dota2/images/dota_react/heroes/icons/leshrac.png?,120,0.25,75,0.0,1,25,27,31,20,17,22,2.8,2.5,3.5,575,900,1.7,100,0.4,325,True,4,1800,800,Leshrac,5223,2560,15200,7568,22467,10948,26569,13122,25227,12454,19960,9961,14626,7367,10535,5342,54034,"[7590, 7645, 7495, 8324, 9326, 9572, 4082]",28444,"[4054, 3940, 3945, 4409, 4866, 5114, 2116]",269,147,338,148686,"[21589, 21612, 20911, 22043, 25186, 25701, 11644]",73687,"[10710, 10757, 10332, 10974, 12422, 12714, 5778]"
53,furion,all,Ranged,"['Carry', 'Pusher', 'Escape', 'Nuker']",/apps/dota2/images/dota_react/heroes/furion.png?,/apps/dota2/images/dota_react/heroes/icons/furion.png?,120,0.25,75,0.0,0,25,16,26,19,14,22,2.6,3.2,3.5,620,1125,1.5,100,0.4,295,True,2,1800,800,Nature's Prophet,27999,13818,76664,36905,97006,46220,101475,49026,85995,42115,60268,29861,41421,20896,28125,14374,193272,"[27473, 27866, 27570, 29002, 32895, 34047, 14419]",92198,"[13173, 13224, 13223, 13726, 15849, 16103, 6900]",495,264,1079,555592,"[80022, 81229, 79477, 82071, 93912, 96206, 42675]",271568,"[39050, 39725, 38703, 40190, 45763, 47014, 21123]"
54,life_stealer,str,Melee,"['Carry', 'Durable', 'Escape', 'Disabler']",/apps/dota2/images/dota_react/heroes/life_stealer.png?,/apps/dota2/images/dota_react/heroes/icons/life_stealer.png?,120,0.25,75,0.0,1,25,16,22,25,19,15,2.4,1.9,1.8,150,900,1.7,100,0.39,315,True,2,1800,800,Lifestealer,17974,9332,56728,30484,81094,43868,87009,47669,73848,40378,49622,26993,32300,17434,17088,9089,117184,"[16376, 16678, 16497, 17869, 20341, 20872, 8551]",61355,"[8541, 8832, 8664, 9375, 10694, 10866, 4383]",385,211,1058,442575,"[62709, 63392, 62324, 66073, 76633, 77931, 33513]",239222,"[33836, 34239, 33786, 35563, 41516, 42183, 18099]"
55,dark_seer,int,Melee,"['Initiator', 'Escape', 'Disabler']",/apps/dota2/images/dota_react/heroes/dark_seer.png?,/apps/dota2/images/dota_react/heroes/icons/dark_seer.png?,120,1.0,75,0.0,2,25,33,39,20,19,21,2.6,1.8,2.7,150,900,1.7,100,0.59,295,True,2,1800,800,Dark Seer,4746,2443,14211,7421,21142,11125,24210,12481,23570,12139,18270,9501,14403,7388,10005,5012,57638,"[7325, 7779, 7883, 9170, 10502, 10516, 4463]",31905,"[4008, 4409, 4317, 5047, 5839, 5823, 2462]",238,127,230,138139,"[18478, 19598, 19458, 21529, 24431, 24186, 10459]",71437,"[9649, 10129, 10049, 11144, 12659, 12445, 5362]"
56,clinkz,agi,Ranged,"['Carry', 'Escape', 'Pusher']",/apps/dota2/images/dota_react/heroes/clinkz.png?,/apps/dota2/images/dota_react/heroes/icons/clinkz.png?,120,0.25,75,0.0,0,25,19,25,17,25,21,2.0,2.7,2.2,600,900,1.7,100,0.4,290,True,2,1800,800,Clinkz,15486,7927,27659,14042,25690,12985,22226,11296,16419,8392,10981,5574,7077,3501,4482,2295,101825,"[14043, 14239, 14361, 15124, 17587, 18750, 7721]",53366,"[7252, 7424, 7581, 7970, 9174, 9948, 4017]",119,63,50,150602,"[20399, 21084, 20697, 22016, 25552, 28702, 12152]",76674,"[10305, 10786, 10578, 11147, 13012, 14642, 6204]"
57,omniknight,str,Melee,"['Support', 'Durable', 'Nuker']",/apps/dota2/images/dota_react/heroes/omniknight.png?,/apps/dota2/images/dota_react/heroes/icons/omniknight.png?,120,0.25,75,0.0,2,25,31,41,22,15,16,3.1,2.0,2.1,150,900,1.7,100,0.433,310,True,2,1800,800,Omniknight,3290,1559,7322,3428,8193,3951,7643,3760,5785,2827,3465,1710,1929,973,1057,540,26317,"[3671, 3659, 3665, 3901, 4584, 4848, 1989]",12593,"[1736, 1730, 1704, 1891, 2220, 2342, 970]",29,20,4,44985,"[6146, 6372, 6349, 6811, 7860, 8065, 3382]",21750,"[2994, 3114, 3043, 3303, 3855, 3818, 1623]"
58,enchantress,int,Ranged,"['Support', 'Pusher', 'Durable', 'Disabler']",/apps/dota2/images/dota_react/heroes/enchantress.png?,/apps/dota2/images/dota_react/heroes/icons/enchantress.png?,120,0.25,75,0.5,1,25,21,31,17,19,22,2.0,2.1,3.8,575,900,1.7,100,0.3,320,True,4,1800,800,Enchantress,8176,3994,14393,6857,13382,6383,10651,4995,7322,3376,4228,1944,2397,1071,1250,563,50588,"[6952, 7141, 7280, 7655, 8779, 9104, 3677]",25166,"[3505, 3507, 3580, 3855, 4348, 4542, 1829]",58,24,58,72698,"[10068, 10186, 10365, 10721, 12765, 13040, 5553]",34666,"[4704, 4960, 5037, 5002, 6137, 6212, 2614]"
59,huskar,str,Ranged,"['Carry', 'Durable', 'Initiator']",/apps/dota2/images/dota_react/heroes/huskar.png?,/apps/dota2/images/dota_react/heroes/icons/huskar.png?,120,0.25,0,0.0,1,25,21,26,23,10,18,3.3,1.5,1.5,400,1400,1.6,100,0.3,295,True,2,1800,800,Huskar,16651,7852,34617,16384,37771,18402,37782,18739,30982,15817,22780,11727,16234,8566,12351,6536,105522,"[14486, 14926, 14771, 16120, 18461, 18801, 7957]",52030,"[7153, 7435, 7365, 7969, 9137, 9127, 3844]",248,124,708,235124,"[33551, 33594, 33101, 35119, 40575, 40994, 18190]",116615,"[16824, 16583, 16601, 17468, 19992, 20235, 8912]"
60,night_stalker,str,Melee,"['Carry', 'Initiator', 'Durable', 'Disabler', 'Nuker']",/apps/dota2/images/dota_react/heroes/night_stalker.png?,/apps/dota2/images/dota_react/heroes/icons/night_stalker.png?,120,1.5,75,0.25,2,25,40,44,23,18,15,3.0,2.2,1.6,150,900,1.7,100,0.55,295,True,2,800,1800,Night Stalker,9586,4816,32233,16672,50419,26489,60015,31536,55493,29742,42108,22427,29983,16025,20475,10864,52549,"[7290, 7471, 7424, 8071, 9141, 9236, 3916]",26246,"[3614, 3703, 3693, 4070, 4576, 4624, 1966]",458,247,1454,317756,"[44529, 45092, 44996, 47227, 55271, 55678, 24963]",167477,"[23257, 23752, 23718, 24965, 29169, 29389, 13227]"
61,broodmother,agi,Melee,"['Carry', 'Pusher', 'Escape', 'Nuker']",/apps/dota2/images/dota_react/heroes/broodmother.png?,/apps/dota2/images/dota_react/heroes/icons/broodmother.png?,120,0.25,75,0.0,-1,25,29,35,18,18,18,2.9,3.4,2.0,175,900,1.7,125,0.4,285,True,8,1800,800,Broodmother,5644,2732,12185,6041,12280,6183,10503,5323,7664,4010,5047,2592,3699,1922,2933,1494,33429,"[4663, 4757, 4627, 5232, 5781, 5867, 2502]",15461,"[2115, 2205, 2160, 2443, 2708, 2690, 1140]",83,42,188,68386,"[9677, 9775, 9615, 10333, 11965, 11987, 5034]",34289,"[4872, 4827, 4932, 5209, 5948, 5943, 2558]"
62,bounty_hunter,agi,Melee,"['Escape', 'Nuker']",/apps/dota2/images/dota_react/heroes/bounty_hunter.png?,/apps/dota2/images/dota_react/heroes/icons/bounty_hunter.png?,120,0.75,75,0.5,5,25,33,41,19,21,20,2.5,2.6,1.9,150,900,1.5,100,0.59,325,True,2,1800,1000,Bounty Hunter,13119,6253,32823,15568,40971,19732,41300,20151,32550,16014,22616,11284,15670,8009,10880,5596,103635,"[13552, 14291, 14867, 15901, 18315, 18764, 7945]",47851,"[6247, 6699, 6910, 7301, 8421, 8623, 3650]",152,84,172,230471,"[32420, 32485, 32430, 34567, 39821, 40462, 18286]",112533,"[16003, 15797, 15869, 16859, 19475, 19602, 8928]"
63,weaver,agi,Ranged,"['Carry', 'Escape']",/apps/dota2/images/dota_react/heroes/weaver.png?,/apps/dota2/images/dota_react/heroes/icons/weaver.png?,120,1.25,75,0.5,1,25,37,43,16,17,20,2.0,3.3,2.0,425,900,1.8,120,0.55,275,True,4,1800,800,Weaver,20126,10086,51917,26090,70302,35613,77179,39097,66882,33863,48288,24411,33991,17313,23055,11413,142213,"[19574, 19824, 19505, 21069, 26561, 25192, 10488]",73284,"[10236, 10213, 9954, 10840, 13576, 13060, 5405]",485,244,572,421842,"[58598, 60281, 58443, 62144, 73136, 75779, 33461]",213271,"[29614, 30481, 29515, 31500, 36979, 38200, 16982]"
64,jakiro,int,Ranged,"['Support', 'Nuker', 'Pusher', 'Disabler']",/apps/dota2/images/dota_react/heroes/jakiro.png?,/apps/dota2/images/dota_react/heroes/icons/jakiro.png?,120,0.25,75,0.0,1,25,27,35,25,15,26,2.5,1.2,3.0,400,1100,1.7,100,0.4,290,True,2,1800,800,Jakiro,22077,11675,74639,38846,115882,59820,131148,66704,111237,56130,76344,37996,48632,24115,27569,13623,202553,"[28524, 28895, 28195, 30298, 35457, 36074, 15110]",103954,"[14692, 14836, 14459, 15598, 18195, 18461, 7713]",948,477,866,638966,"[91033, 91509, 90261, 94757, 110290, 111826, 49290]",325241,"[46344, 46522, 45875, 48327, 56235, 56894, 25044]"
65,batrider,all,Ranged,"['Initiator', 'Disabler', 'Escape']",/apps/dota2/images/dota_react/heroes/batrider.png?,/apps/dota2/images/dota_react/heroes/icons/batrider.png?,120,1.75,75,0.0,2,25,12,16,23,15,22,2.9,1.8,2.9,400,900,1.7,100,0.3,330,True,2,1600,800,Batrider,1678,755,4404,1975,5812,2566,6105,2645,4864,2080,3415,1503,2134,953,1411,662,20626,"[2760, 2822, 2877, 3189, 3587, 3793, 1598]",8675,"[1203, 1155, 1196, 1392, 1492, 1560, 677]",67,27,43,34218,"[4830, 5106, 4778, 5162, 5780, 6027, 2535]",15157,"[2088, 2276, 2042, 2346, 2582, 2692, 1131]"
66,chen,int,Ranged,"['Support', 'Pusher']",/apps/dota2/images/dota_react/heroes/chen.png?,/apps/dota2/images/dota_react/heroes/icons/chen.png?,120,0.25,75,0.5,-1,25,27,37,23,15,19,2.0,2.1,3.2,650,1100,1.7,100,0.5,305,True,2,1800,800,Chen,891,381,2110,851,2245,899,2003,827,1622,717,1054,485,741,350,579,299,13671,"[1998, 1917, 1856, 2167, 2396, 2391, 946]",5449,"[796, 760, 730, 853, 956, 956, 398]",30,13,25,14287,"[2051, 2060, 1945, 2091, 2465, 2531, 1144]",6279,"[928, 881, 836, 931, 1042, 1153, 508]"
67,spectre,all,Melee,"['Carry', 'Durable', 'Escape']",/apps/dota2/images/dota_react/heroes/spectre.png?,/apps/dota2/images/dota_react/heroes/icons/spectre.png?,120,1.0,75,0.0,0,25,21,25,21,25,16,2.5,2.1,1.7,150,900,1.7,90,0.3,290,True,0,1800,800,Spectre,16102,8576,47065,24694,56999,28765,53434,26695,38796,19142,23280,11325,12546,6068,5237,2513,109701,"[14976, 15395, 15293, 16668, 19090, 19717, 8562]",59741,"[8116, 8444, 8396, 9109, 10358, 10663, 4655]",138,64,256,274590,"[37204, 38394, 38577, 41876, 47638, 48795, 22106]",138735,"[18924, 19383, 19545, 21091, 24006, 24631, 11155]"
68,ancient_apparition,int,Ranged,"['Support', 'Disabler', 'Nuker']",/apps/dota2/images/dota_react/heroes/ancient_apparition.png?,/apps/dota2/images/dota_react/heroes/icons/ancient_apparition.png?,120,0.25,75,0.0,-1,25,21,31,20,20,23,1.9,2.2,3.1,675,1250,1.7,100,0.45,285,True,0,1800,800,Ancient Apparition,15680,8231,47643,25675,67985,36863,77675,42030,68094,36845,49789,26915,35743,19197,23074,12224,149871,"[19791, 20727, 20543, 22885, 26848, 27744, 11333]",80873,"[10603, 10989, 11118, 12437, 14509, 15004, 6213]",479,277,472,408560,"[53888, 56934, 56715, 61255, 72244, 74981, 32543]",220113,"[29244, 30682, 30391, 33040, 39009, 40272, 17475]"
69,doom_bringer,str,Melee,"['Carry', 'Disabler', 'Initiator', 'Durable', 'Nuker']",/apps/dota2/images/dota_react/heroes/doom_bringer.png?,/apps/dota2/images/dota_react/heroes/icons/doom_bringer.png?,120,1.25,75,0.0,2,25,32,42,24,15,15,3.8,1.5,1.7,200,900,1.9,100,0.5,290,True,2,1800,800,Doom,5129,2340,15077,6788,21748,9808,24084,10947,21270,9663,15371,6978,10396,4673,6551,3082,35674,"[4992, 5150, 4993, 5426, 6217, 6214, 2682]",16209,"[2270, 2302, 2234, 2434, 2884, 2852, 1233]",198,91,258,129354,"[18301, 18467, 18435, 18898, 22315, 22805, 10133]",58933,"[8316, 8395, 8415, 8616, 10189, 10401, 4601]"
70,ursa,agi,Melee,"['Carry', 'Durable', 'Disabler']",/apps/dota2/images/dota_react/heroes/ursa.png?,/apps/dota2/images/dota_react/heroes/icons/ursa.png?,120,1.0,75,0.0,1,25,24,28,25,18,16,2.4,2.8,1.5,150,900,1.7,100,0.3,310,True,2,1800,800,Ursa,15970,7388,42479,20324,57956,28377,63537,31646,55896,28389,40241,20630,28128,14511,16770,8657,109940,"[15356, 15747, 15726, 16635, 19028, 19594, 7854]",55551,"[7929, 7814, 7874, 8470, 9595, 9897, 3972]",454,228,893,348094,"[49152, 50204, 49583, 52283, 59562, 61609, 25701]",173118,"[24337, 25159, 24735, 26013, 29450, 30733, 12691]"
71,spirit_breaker,str,Melee,"['Carry', 'Initiator', 'Disabler', 'Durable', 'Escape']",/apps/dota2/images/dota_react/heroes/spirit_breaker.png?,/apps/dota2/images/dota_react/heroes/icons/spirit_breaker.png?,120,1.25,75,0.5,1,25,31,41,28,17,14,3.3,1.7,1.8,170,900,1.9,100,0.6,295,True,2,1800,800,Spirit Breaker,21594,10928,54993,27576,67970,33826,67314,33356,51653,25549,32312,16008,19384,9566,11025,5499,168622,"[23210, 24071, 23938, 25658, 29334, 30253, 12158]",80366,"[11046, 11456, 11534, 12185, 13970, 14449, 5726]",292,145,163,359303,"[49755, 51528, 50861, 53344, 61981, 64461, 27373]",178995,"[24813, 25782, 25473, 26527, 30730, 31999, 13671]"
72,gyrocopter,agi,Ranged,"['Carry', 'Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/gyrocopter.png?,/apps/dota2/images/dota_react/heroes/icons/gyrocopter.png?,120,0.25,75,0.0,2,25,18,24,22,25,21,2.5,3.2,2.4,365,3000,1.7,125,0.2,320,True,2,1800,800,Gyrocopter,6047,2867,17051,8127,25671,12500,29178,14255,24194,11764,15747,7670,9196,4434,4984,2428,59805,"[8180, 8630, 8319, 8755, 10455, 11084, 4382]",29910,"[4025, 4292, 4216, 4360, 5255, 5551, 2211]",217,113,85,144615,"[19971, 20088, 20260, 21253, 25100, 26206, 11737]",70220,"[9576, 9838, 9870, 10376, 12072, 12814, 5674]"
73,alchemist,str,Melee,"['Carry', 'Support', 'Durable', 'Disabler', 'Initiator', 'Nuker']",/apps/dota2/images/dota_react/heroes/alchemist.png?,/apps/dota2/images/dota_react/heroes/icons/alchemist.png?,120,0.25,75,0.0,0,25,27,33,23,22,25,2.7,1.5,1.8,150,900,1.7,110,0.35,295,True,2,1800,800,Alchemist,7444,3594,21897,10783,30613,15103,33540,16767,29202,14742,19992,9953,11938,5897,6662,3320,54103,"[7670, 7795, 7615, 8027, 9512, 9337, 4147]",27271,"[3880, 3953, 3829, 4067, 4716, 4752, 2074]",118,54,80,177959,"[26137, 25937, 24722, 26154, 30267, 30700, 14042]",88466,"[12952, 12792, 12411, 13022, 14982, 15345, 6962]"
74,invoker,int,Ranged,"['Carry', 'Nuker', 'Disabler', 'Escape', 'Pusher']",/apps/dota2/images/dota_react/heroes/invoker.png?,/apps/dota2/images/dota_react/heroes/icons/invoker.png?,120,0.25,75,0.0,-1,25,15,21,19,14,20,2.5,2.0,4.7,600,900,1.7,100,0.4,285,True,2,1800,800,Invoker,28414,14151,86542,43343,120031,60418,129409,65173,107519,54551,72600,36853,45621,23162,24664,12721,399405,"[54993, 56802, 57432, 61800, 69395, 70043, 28940]",205818,"[28421, 29219, 29741, 32165, 35616, 35968, 14688]",354,186,564,654455,"[91629, 93653, 93410, 99259, 112786, 115465, 48253]",330132,"[46070, 47220, 47080, 50228, 56908, 58317, 24309]"
75,silencer,int,Ranged,"['Carry', 'Support', 'Disabler', 'Initiator', 'Nuker']",/apps/dota2/images/dota_react/heroes/silencer.png?,/apps/dota2/images/dota_react/heroes/icons/silencer.png?,120,0.25,75,0.0,0,25,18,32,19,22,25,2.2,2.2,2.9,600,900,1.6,110,0.5,290,True,2,1800,800,Silencer,18456,9722,59476,30848,85157,44027,92956,48012,77801,40110,53858,27735,36637,18674,23190,11977,143026,"[19620, 20159, 19913, 21596, 25325, 25958, 10455]",76250,"[10417, 10849, 10456, 11590, 13406, 13915, 5617]",487,242,929,471800,"[65004, 66645, 66287, 69690, 81671, 84627, 37876]",243848,"[33414, 34393, 34192, 35935, 42491, 43795, 19628]"
76,obsidian_destroyer,int,Ranged,"['Carry', 'Nuker', 'Disabler']",/apps/dota2/images/dota_react/heroes/obsidian_destroyer.png?,/apps/dota2/images/dota_react/heroes/icons/obsidian_destroyer.png?,120,1.0,75,0.0,1,25,19,31,21,22,30,2.9,1.6,4.2,450,900,1.9,100,0.46,315,True,4,1800,800,Outworld Devourer,10233,5052,28324,14533,41113,21529,46223,24470,40873,21714,27760,14727,18511,9642,10044,5179,71534,"[9699, 10273, 10104, 10849, 12466, 12808, 5335]",36874,"[4996, 5275, 5159, 5565, 6466, 6686, 2727]",245,119,873,239247,"[32619, 33877, 33613, 35425, 41720, 42913, 19080]",125028,"[17062, 17635, 17461, 18536, 21748, 22510, 10076]"
